Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,is_holiday,pre_holiday,post_holiday,Weekly_Sales_MA30,holiday_sales_impact,temp_fuel_interaction,Day,Lag1_Day
2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,7,0,0,0,1434779.0550000002,0.0,319.70806,29,22.0
2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,8,0,0,0,1457162.5825,0.0,337.63860000000005,5,29.0
2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,8,0,0,0,1474669.3625,0.0,330.18488,12,5.0
2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,8,0,0,0,1508128.015,0.0,319.64676,19,12.0
2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,8,0,0,0,1536246.4325,0.0,309.88308,26,19.0
2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,9,0,1,0,1517707.8,0.0,310.30339,2,26.0
2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,9,0,0,0,1521538.8375,1521538.8375,269.496,9,2.0
2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,9,0,0,1,1517413.425,0.0,281.86843999999996,16,9.0
2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,9,0,0,0,1496245.1275,0.0,262.7986,23,16.0
2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,9,0,0,0,1457328.28,0.0,267.35994999999997,30,23.0
2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,10,0,0,0,1479957.9575,0.0,227.68335000000002,7,30.0
2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,10,0,0,0,1474774.495,0.0,234.87676,14,7.0
2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,10,0,0,0,1505410.1225,0.0,213.61963000000003,21,14.0
2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,10,0,0,0,1518081.9375,0.0,224.47403999999997,28,21.0
2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,11,0,0,0,1534641.845,0.0,183.19335999999998,4,28.0
2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,11,1,0,0,1559995.085,0.0,194.88567,11,4.0
2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,11,0,1,0,1569225.315,0.0,205.923,18,11.0
2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,11,0,0,0,1716243.2075,1716243.2075,194.61304,25,18.0
2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,12,0,0,1,1687956.8,0.0,155.14252,2,25.0
2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,12,0,0,0,1739142.6725,0.0,138.73094,9,2.0
2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,12,0,0,0,1824565.915,0.0,163.09917,16,9.0
2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,12,0,1,0,1883782.9975,0.0,149.25152,23,16.0
2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,12,0,0,0,1862127.69,1862127.69,139.39695,30,23.0
2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1,0,0,1,1799799.575,0.0,154.72457,6,30.0
2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1,0,0,0,1694405.7,0.0,158.25633000000002,13,6.0
2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1,0,0,0,1475456.9125,0.0,176.83148,20,13.0
2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1,0,0,0,1430922.63,0.0,178.5154,27,20.0
2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2,0,1,0,1452415.0625,0.0,190.00799999999998,3,27.0
2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2,0,0,0,1538134.1275,1538134.1275,163.70018,10,3.0
2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2,0,0,1,1644503.1675,0.0,159.07319999999999,17,10.0
2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2,0,0,0,1699518.7275,0.0,203.52375,24,17.0
2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,3,0,0,0,1712539.005,0.0,221.2848,2,24.0
2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,3,0,0,0,1680777.4375,0.0,215.59044,9,2.0
2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,3,0,0,0,1645178.1324999998,0.0,241.73915999999997,16,9.0
2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,3,0,0,0,1638098.1925,0.0,249.67691000000002,23,16.0
2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,3,0,0,0,1628394.16,0.0,259.96045000000004,30,23.0
2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,4,0,0,0,1684455.59,0.0,274.04313,6,30.0
2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,4,0,0,0,1670345.32,0.0,268.75136999999995,13,6.0
2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,4,0,0,0,1672972.77,0.0,258.82852,20,13.0
2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,4,0,0,0,1627803.705,0.0,256.41522000000003,27,20.0
2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,5,0,0,0,1574014.4825,0.0,283.23695,4,27.0
2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,5,0,0,0,1571530.57,0.0,272.06376,11,4.0
2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,5,0,0,0,1590111.57,0.0,255.2979,18,11.0
2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,5,0,0,0,1611740.615,0.0,274.98042,25,18.0
2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,6,0,0,0,1596730.0125000002,0.0,272.90295,1,25.0
2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,6,0,0,0,1618263.74,0.0,270.29159999999996,8,1.0
2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,6,0,0,0,1626940.0225,0.0,269.23454999999996,15,8.0
2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,6,0,0,0,1620040.3375,0.0,262.29294,22,15.0
2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,6,0,0,0,1599026.315,0.0,278.91568,29,22.0
2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,7,0,0,0,1617182.115,0.0,263.22639,6,29.0
2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,7,0,0,0,1591283.875,0.0,251.10272,13,6.0
2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,7,0,0,0,1583811.1124999998,0.0,266.27062,20,13.0
2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,7,0,0,0,1558486.6675,0.0,281.62262,27,20.0
2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,8,0,0,0,1523807.075,0.0,294.23787,3,27.0
2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,8,0,0,0,1540156.0575,0.0,297.1647,10,3.0
2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,8,0,0,0,1565134.38,0.0,302.99935,17,10.0
2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,8,0,0,0,1578884.0475,0.0,281.12919999999997,24,17.0
2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,8,0,1,0,1566620.95,0.0,292.82262,31,24.0
2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,9,0,0,0,1583960.29,1583960.29,313.1708,7,31.0
2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,9,0,0,1,1563850.495,0.0,278.66349,14,7.0
2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,9,0,0,0,1566851.415,0.0,259.98627000000005,21,14.0
2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,9,0,0,0,1530595.38,0.0,278.90927999999997,28,21.0
2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,10,0,0,0,1532850.04,0.0,247.94535,5,28.0
2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,10,0,0,0,1546761.025,0.0,226.82699,12,5.0
2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,10,0,0,0,1547246.7025,0.0,244.28418,19,12.0
2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,10,0,0,0,1561396.8225,0.0,242.47495999999998,26,19.0
